Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
206,Nigel Hayes\hayesni01,SF,23,TOT,9,0,122,3.2,9.7,.333,1.2,4.7,.250,2.1,5.0,.412,0.3,0.9,.333,1.2,5.3,6.5,1.8,0.6,0.9,0.6,2.4,8.0
206,Nigel Hayes\hayesni01,SF,23,LAL,2,0,11,3.3,9.8,.333,0.0,6.5,.000,3.3,3.3,1.000,3.3,3.3,1.000,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,9.8
206,Nigel Hayes\hayesni01,SF,23,TOR,2,0,6,12.0,12.0,1.000,12.0,12.0,1.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,36.0
206,Nigel Hayes\hayesni01,SF,23,SAC,5,0,105,2.7,9.6,.286,0.7,4.1,.167,2.1,5.5,.375,0.0,0.7,.000,1.4,6.2,7.5,1.4,0.7,1.0,0.3,2.7,6.2
207,Gordon Hayward\haywago01,SF,27,BOS,1,1,5,7.2,14.4,.500,0.0,7.2,.000,7.2,7.2,1.000,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,0.0,7.2,14.4
208,Reggie Hearn\hearnre01,SG,26,DET,3,0,7,5.1,10.3,.500,5.1,10.3,.500,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4
209,Myke Henry\henrymy01,SF,25,MEM,20,0,378,3.9,10.4,.376,1.8,5.5,.328,2.1,4.9,.431,0.6,1.0,.600,1.0,2.7,3.6,2.1,3.0,0.6,1.8,2.7,10.2
210,John Henson\hensojo01,C,27,MIL,76,69,1970,5.2,9.2,.572,0.0,0.1,.143,5.2,9.0,.578,1.6,2.9,.570,2.7,6.6,9.4,2.1,0.8,2.0,1.5,3.7,12.2
211,Juan Hernangomez\hernaju01,PF,22,DEN,25,3,277,3.8,9.7,.387,1.8,6.5,.280,1.9,3.2,.600,1.3,1.6,.833,2.3,4.7,7.0,1.6,0.8,0.4,1.2,3.2,10.7
212,Willy Hernangomez\hernawi01,C,23,TOT,48,1,495,6.6,11.9,.555,0.4,0.9,.417,6.3,11.1,.566,4.3,6.5,.656,4.4,8.9,13.3,2.4,1.3,1.2,2.5,4.7,17.9
212,Willy Hernangomez\hernawi01,C,23,NYK,26,0,233,7.6,12.5,.605,0.2,0.8,.200,7.4,11.7,.632,1.9,4.3,.429,3.4,7.0,10.4,3.2,1.2,1.1,4.0,4.9,17.2
212,Willy Hernangomez\hernawi01,C,23,CHO,22,1,262,5.8,11.4,.506,0.5,1.0,.571,5.2,10.4,.500,6.5,8.5,.758,5.4,10.6,15.9,1.6,1.4,1.2,1.2,4.4,18.5
213,Mario Hezonja\hezonma01,SF,22,ORL,75,30,1657,5.9,13.4,.442,2.0,5.8,.337,4.0,7.6,.523,1.9,2.3,.819,0.9,5.2,6.1,2.3,1.8,0.7,1.9,2.9,15.7
214,Isaiah Hicks\hicksis01,PF,23,NYK,18,0,240,5.0,10.8,.458,0.3,1.4,.222,4.6,9.5,.492,1.8,2.7,.667,1.5,4.6,6.1,2.4,0.3,0.6,2.4,6.8,12.0
215,Buddy Hield\hieldbu01,SG,24,SAC,80,12,2024,7.4,16.6,.446,3.1,7.3,.431,4.3,9.3,.457,1.3,1.4,.877,1.0,4.5,5.5,2.8,1.5,0.4,2.2,2.6,19.2
216,Nene Hilario\hilarne01,C,35,HOU,52,4,758,6.5,11.4,.569,0.0,0.1,.000,6.5,11.3,.574,3.2,5.1,.636,2.6,5.8,8.4,2.1,1.3,0.7,1.8,5.8,16.1
217,George Hill\hillge01,PG,31,TOT,67,60,1812,4.7,10.2,.460,1.7,4.1,.415,3.0,6.1,.490,2.2,2.8,.786,0.8,2.8,3.6,3.7,1.2,0.5,1.7,2.5,13.3
217,George Hill\hillge01,PG,31,SAC,43,36,1143,4.8,10.3,.469,1.8,4.0,.453,3.0,6.2,.480,2.4,3.1,.778,0.7,3.0,3.7,3.7,1.2,0.4,1.9,2.4,13.9
217,George Hill\hillge01,PG,31,CLE,24,24,669,4.5,10.1,.444,1.5,4.1,.351,3.0,5.9,.509,1.8,2.2,.805,1.1,2.4,3.4,3.6,1.2,0.8,1.5,2.9,12.2
218,Solomon Hill\hillso01,SF,26,NOP,12,1,187,2.1,7.9,.268,0.8,4.0,.190,1.3,3.9,.350,0.6,1.2,.500,1.7,5.2,6.9,4.2,1.3,0.2,1.7,4.2,5.6
219,Darrun Hilliard\hillida01,SG,24,SAS,14,0,95,1.9,7.2,.263,0.0,2.3,.000,1.9,4.9,.385,2.3,2.7,.857,0.0,2.7,2.7,4.2,0.8,0.0,1.5,2.7,6.1
220,Jrue Holiday\holidjr01,SG,27,NOP,81,81,2927,7.6,15.3,.494,1.5,4.4,.337,6.1,10.9,.557,2.3,2.9,.786,0.8,3.7,4.5,6.0,1.5,0.8,2.6,2.5,18.9
221,Justin Holiday\holidju01,SG,28,CHI,72,72,2265,4.6,12.4,.371,2.6,7.1,.359,2.1,5.3,.387,2.1,2.6,.823,0.5,4.1,4.6,2.4,1.3,0.5,1.5,2.1,13.9
222,John Holland\hollajo02,SF,29,CLE,24,0,174,3.5,12.2,.288,2.3,7.4,.306,1.2,4.8,.261,1.9,2.7,.692,1.2,3.7,5.0,1.0,1.4,0.4,1.7,2.1,11.2
223,Rondae Hollis-Jefferson\holliro01,SF,23,BRK,68,59,1920,6.4,13.6,.472,0.2,1.0,.241,6.2,12.6,.491,4.7,5.9,.788,1.9,6.7,8.6,3.1,1.2,0.9,2.3,2.7,17.7
224,Richaun Holmes\holmeri01,C,24,PHI,48,2,746,6.5,11.6,.560,0.2,1.5,.129,6.3,10.1,.624,1.8,2.7,.661,2.8,7.4,10.2,2.9,1.0,1.4,1.2,4.7,15.0
225,Rodney Hood\hoodro01,SG,25,TOT,60,23,1616,7.2,16.7,.429,2.8,7.4,.381,4.3,9.3,.467,2.5,2.9,.860,0.5,3.2,3.7,2.1,1.0,0.3,1.6,2.3,19.6
225,Rodney Hood\hoodro01,SG,25,UTA,39,12,1084,7.8,18.3,.424,3.4,8.7,.389,4.4,9.6,.455,2.8,3.2,.876,0.5,3.2,3.7,2.2,1.0,0.2,2.1,2.1,21.8
225,Rodney Hood\hoodro01,SG,25,CLE,21,11,532,6.0,13.5,.442,1.7,4.8,.352,4.3,8.7,.492,1.8,2.2,.813,0.5,3.1,3.7,2.0,1.0,0.3,0.5,2.8,15.4
226,Scotty Hopson\hopsosc01,SG,28,DAL,1,0,8,0.0,4.5,.000,0.0,0.0,,0.0,4.5,.000,4.5,9.0,.500,0.0,0.0,0.0,4.5,0.0,0.0,4.5,0.0,4.5
227,Al Horford\horfoal01,C,31,BOS,72,72,2277,5.8,11.9,.489,1.5,3.6,.429,4.3,8.3,.514,1.5,1.9,.783,1.6,6.8,8.4,5.4,0.7,1.2,2.1,2.2,14.7
228,Danuel House\houseda01,SG,24,PHO,23,3,403,5.0,11.5,.434,1.3,5.2,.259,3.7,6.3,.577,2.2,2.8,.806,1.2,5.6,6.8,2.2,0.6,0.5,1.0,2.1,13.6
229,Dwight Howard\howardw01,C,32,CHO,81,81,2463,7.4,13.3,.555,0.0,0.1,.143,7.4,13.2,.559,4.9,8.5,.574,3.7,11.1,14.8,1.5,0.7,1.9,3.0,3.6,19.7
230,Josh Huestis\huestjo01,PF,26,OKC,69,10,982,2.2,6.7,.330,1.2,4.2,.287,1.0,2.5,.403,0.2,0.7,.300,1.5,4.4,5.9,0.7,0.5,1.6,1.0,3.0,5.8
231,R.J. Hunter\hunterj01,SG,24,HOU,5,1,45,5.6,16.0,.350,2.4,11.2,.214,3.2,4.8,.667,1.6,1.6,1.000,0.0,4.0,4.0,2.4,2.4,0.0,1.6,5.6,15.2
232,Vince Hunter\huntevi01,PF,23,MEM,4,0,7,15.4,25.7,.600,0.0,0.0,,15.4,25.7,.600,0.0,0.0,,10.3,5.1,15.4,0.0,0.0,5.1,5.1,0.0,30.9
233,Serge Ibaka\ibakase01,PF,28,TOR,76,76,2093,6.5,13.5,.483,1.8,5.1,.360,4.7,8.4,.559,1.6,2.0,.797,1.3,6.9,8.2,1.1,0.5,1.7,1.5,3.6,16.5
234,Andre Iguodala\iguodan01,SF,34,GSW,64,7,1622,3.3,7.1,.463,0.7,2.6,.282,2.6,4.5,.567,1.2,1.9,.632,1.1,4.4,5.5,4.7,1.2,0.8,1.5,2.2,8.5
235,Ersan Ilyasova\ilyaser01,PF,30,TOT,69,43,1729,5.8,12.8,.452,1.9,5.3,.360,3.9,7.5,.517,2.2,2.8,.778,2.5,6.0,8.4,1.9,1.3,0.5,1.5,3.3,15.6
235,Ersan Ilyasova\ilyaser01,PF,30,ATL,46,40,1175,5.6,12.3,.459,1.9,5.2,.359,3.8,7.1,.532,2.2,2.8,.800,2.3,5.4,7.7,1.6,1.3,0.5,1.3,2.8,15.3
235,Ersan Ilyasova\ilyaser01,PF,30,PHI,23,3,554,6.0,13.8,.439,1.9,5.4,.361,4.1,8.4,.488,2.1,2.9,.733,2.9,7.1,10.0,2.5,1.1,0.6,1.9,4.2,16.2
236,Joe Ingles\inglejo01,SF,30,UTA,82,81,2578,4.7,10.0,.467,2.8,6.5,.440,1.8,3.5,.516,0.9,1.2,.795,0.3,4.5,4.8,5.5,1.3,0.3,2.2,2.5,13.1
237,Andre Ingram\ingraan01,SG,32,LAL,2,0,64,4.5,9.6,.471,2.8,5.1,.556,1.7,4.5,.375,1.7,1.7,1.000,0.6,2.8,3.4,3.9,1.7,1.7,1.7,1.7,13.5
238,Brandon Ingram\ingrabr01,SF,20,LAL,59,59,1975,6.5,13.9,.470,0.7,1.9,.390,5.8,12.0,.483,3.5,5.1,.681,1.0,4.7,5.7,4.2,0.8,0.8,2.7,3.0,17.3
239,Kyrie Irving\irvinky01,PG,25,BOS,60,60,1931,10.0,20.3,.491,3.1,7.6,.408,6.9,12.7,.541,4.3,4.9,.889,0.6,3.6,4.2,5.7,1.2,0.3,2.6,2.3,27.3
240,Jonathan Isaac\isaacjo01,PF,20,ORL,27,10,536,3.7,9.7,.379,1.1,3.1,.348,2.6,6.6,.394,1.3,1.7,.760,1.1,5.6,6.6,1.2,2.2,2.0,1.8,3.2,9.7
241,Wesley Iwundu\iwundwe01,SF,23,ORL,62,12,1020,3.3,7.7,.427,0.3,1.6,.196,3.0,6.1,.488,1.2,1.7,.723,1.3,3.6,4.8,2.0,1.2,0.4,1.1,2.9,8.1
242,Jarrett Jack\jackja01,PG,34,NYK,62,56,1548,4.4,10.3,.427,0.6,2.0,.291,3.8,8.3,.459,1.5,1.7,.840,0.5,3.9,4.4,8.1,0.8,0.1,2.7,2.3,10.8
243,Aaron Jackson\jacksaa01,PG,31,HOU,1,0,35,3.1,9.3,.333,1.0,4.1,.250,2.1,5.1,.400,1.0,2.1,.500,2.1,1.0,3.1,1.0,0.0,0.0,1.0,4.1,8.2
244,Demetrius Jackson\jacksde01,PG,23,TOT,15,0,80,3.2,8.1,.389,0.5,3.2,.143,2.7,5.0,.545,0.5,0.9,.500,2.3,3.2,5.4,4.1,2.3,0.5,4.5,3.2,7.2
244,Demetrius Jackson\jacksde01,PG,23,HOU,12,0,63,2.3,8.0,.286,0.0,3.4,.000,2.3,4.6,.500,0.0,0.0,,2.3,4.0,6.3,2.9,2.3,0.6,5.1,3.4,4.6
244,Demetrius Jackson\jacksde01,PG,23,PHI,3,0,17,6.4,8.5,.750,2.1,2.1,1.000,4.2,6.4,.667,2.1,4.2,.500,2.1,0.0,2.1,8.5,2.1,0.0,2.1,2.1,16.9
245,Josh Jackson\jacksjo02,SF,20,PHO,77,35,1959,7.1,17.1,.417,1.0,4.0,.263,6.1,13.1,.464,3.3,5.1,.634,1.7,4.7,6.5,2.2,1.5,0.6,2.7,4.0,18.6
246,Justin Jackson\jacksju01,SF,22,SAC,68,41,1506,4.4,10.0,.442,1.4,4.4,.308,3.1,5.6,.547,0.6,0.9,.722,0.6,3.8,4.5,1.8,0.7,0.3,1.0,1.9,10.8
247,Reggie Jackson\jacksre01,PG,27,DET,45,45,1201,7.4,17.3,.426,1.6,5.1,.308,5.8,12.2,.475,3.4,4.0,.836,0.9,2.9,3.7,7.1,0.8,0.1,3.0,2.6,19.7
248,LeBron James\jamesle01,PF,33,CLE,82,82,3026,10.2,18.8,.542,1.8,4.8,.367,8.4,14.0,.603,4.6,6.3,.731,1.2,7.3,8.4,8.9,1.4,0.8,4.1,1.6,26.8
249,Mike James\jamesmi02,PG,27,TOT,36,10,687,6.4,16.8,.383,1.4,5.1,.265,5.1,11.7,.435,3.4,4.4,.762,0.7,4.0,4.7,6.6,1.5,0.4,2.6,2.5,17.6
249,Mike James\jamesmi02,PG,27,PHO,32,10,669,6.5,16.8,.388,1.4,5.2,.268,5.1,11.6,.442,3.4,4.5,.762,0.6,4.1,4.8,6.5,1.5,0.4,2.6,2.4,17.9
249,Mike James\jamesmi02,PG,27,NOP,4,0,18,4.0,18.0,.222,0.0,2.0,.000,4.0,16.0,.250,0.0,0.0,,2.0,0.0,2.0,12.0,2.0,0.0,2.0,6.0,8.0
250,Al Jefferson\jeffeal01,C,33,IND,36,1,484,8.3,15.5,.534,0.0,0.2,.000,8.3,15.2,.541,2.2,2.7,.833,2.2,8.4,10.6,2.2,1.2,1.7,1.6,4.9,18.7
251,Richard Jefferson\jefferi01,SF,37,DEN,20,0,163,2.7,6.0,.444,0.4,1.5,.286,2.2,4.4,.500,0.9,1.5,.571,0.4,3.3,3.8,3.3,0.4,0.2,1.1,2.4,6.6
252,Brandon Jennings\jennibr01,PG,28,MIL,14,0,205,4.7,12.6,.375,1.6,5.8,.273,3.2,6.8,.462,1.8,1.8,1.000,0.9,4.6,5.4,7.7,1.1,0.7,3.2,1.9,12.8
253,Jonas Jerebko\jerebjo01,PF,30,UTA,74,19,1134,5.0,10.8,.466,2.1,5.0,.414,3.0,5.8,.511,1.5,1.8,.807,1.7,6.1,7.8,1.3,0.8,0.4,0.9,4.0,13.6
254,Amir Johnson\johnsam01,C,30,PHI,74,18,1171,4.3,8.0,.538,0.3,1.0,.313,4.0,7.0,.570,1.6,2.6,.612,3.8,6.4,10.1,3.6,1.4,1.4,1.7,5.9,10.5
255,Brice Johnson\johnsbr02,PF,23,TOT,18,0,98,7.3,15.4,.476,0.0,0.4,.000,7.3,15.1,.488,1.1,1.8,.600,3.3,8.1,11.4,0.7,3.3,2.2,1.8,4.8,15.8
255,Brice Johnson\johnsbr02,PF,23,LAC,9,0,38,6.6,10.4,.636,0.0,0.9,.000,6.6,9.5,.700,1.9,1.9,1.000,1.9,10.4,12.3,0.9,5.7,1.9,3.8,6.6,15.2
255,Brice Johnson\johnsbr02,PF,23,MEM,9,0,60,7.8,18.6,.419,0.0,0.0,,7.8,18.6,.419,0.6,1.8,.333,4.2,6.6,10.8,0.6,1.8,2.4,0.6,3.6,16.2
256,Dakari Johnson\johnsda04,C,22,OKC,31,6,161,4.9,8.7,.564,0.0,0.0,,4.9,8.7,.564,2.5,4.5,.550,3.6,4.0,7.6,1.8,1.3,1.8,0.7,6.0,12.3
257,James Johnson\johnsja01,PF,30,MIA,73,41,1943,5.7,11.4,.503,1.1,3.4,.308,4.7,7.9,.587,2.1,3.0,.698,1.1,5.5,6.6,5.2,1.3,0.9,2.6,3.6,14.6
258,Joe Johnson\johnsjo02,SF,36,TOT,55,4,1205,4.4,10.8,.406,1.2,4.3,.276,3.2,6.4,.493,1.2,1.3,.889,0.4,4.7,5.1,2.5,0.5,0.2,1.5,2.0,11.1
258,Joe Johnson\johnsjo02,SF,36,UTA,32,3,700,4.9,11.6,.420,1.2,4.3,.274,3.7,7.3,.507,1.0,1.2,.833,0.6,4.9,5.5,2.3,0.6,0.3,1.6,1.6,12.0
258,Joe Johnson\johnsjo02,SF,36,HOU,23,1,505,3.6,9.6,.381,1.2,4.3,.279,2.4,5.2,.466,1.4,1.5,.952,0.1,4.5,4.6,2.7,0.4,0.1,1.3,2.5,9.9
259,Omari Johnson\johnsom01,PF,28,MEM,4,0,75,4.3,10.1,.429,1.9,5.8,.333,2.4,4.3,.556,0.0,0.0,,1.9,3.4,5.3,3.4,1.0,0.0,1.4,2.9,10.6
260,Stanley Johnson\johnsst04,SF,21,DET,69,50,1894,4.0,10.6,.375,1.3,4.4,.286,2.7,6.2,.439,2.1,2.8,.772,0.6,4.2,4.8,2.1,1.8,0.3,1.5,3.2,11.4
261,Tyler Johnson\johnsty01,PG,25,MIA,72,39,2052,5.4,12.5,.435,2.1,5.7,.367,3.3,6.8,.491,1.9,2.3,.822,0.6,3.8,4.4,2.9,1.1,0.6,1.4,2.6,14.8
262,Wesley Johnson\johnswe01,SF,30,LAC,74,40,1486,3.6,8.9,.408,1.5,4.3,.339,2.2,4.6,.471,1.0,1.4,.741,0.7,4.5,5.2,1.5,1.8,1.5,1.3,3.5,9.8
263,Nikola Jokic\jokicni01,C,22,DEN,75,73,2443,7.4,14.9,.499,1.6,4.1,.396,5.8,10.8,.538,3.9,4.6,.850,2.9,9.0,11.8,6.7,1.3,0.9,3.1,3.1,20.4
264,Damian Jones\jonesda03,C,22,GSW,15,0,89,4.4,8.9,.500,0.0,0.0,,4.4,8.9,.500,1.2,2.0,.600,2.0,3.6,5.7,0.8,0.4,1.2,1.6,5.7,10.1
265,Derrick Jones\jonesde02,SF,20,TOT,20,8,245,3.1,7.8,.396,0.4,2.6,.167,2.6,5.1,.514,2.4,3.5,.667,3.1,2.5,5.6,1.3,0.6,1.9,1.0,3.5,9.0
265,Derrick Jones\jonesde02,SF,20,PHO,6,0,33,2.2,4.4,.500,0.0,2.2,.000,2.2,2.2,1.000,5.5,6.5,.833,2.2,2.2,4.4,3.3,1.1,4.4,1.1,2.2,9.8
265,Derrick Jones\jonesde02,SF,20,MIA,14,8,212,3.2,8.3,.388,0.5,2.7,.188,2.7,5.6,.485,1.9,3.1,.611,3.2,2.5,5.8,1.0,0.5,1.5,1.0,3.7,8.8
266,Jalen Jones\jonesja04,SF,24,TOT,16,0,181,5.2,13.5,.382,2.0,5.2,.385,3.2,8.4,.381,2.4,3.8,.632,2.6,5.0,7.6,0.8,1.0,0.2,1.4,4.4,14.7
266,Jalen Jones\jonesja04,SF,24,NOP,4,0,19,1.9,7.6,.250,1.9,1.9,1.000,0.0,5.7,.000,3.8,3.8,1.000,0.0,5.7,5.7,0.0,0.0,0.0,0.0,3.8,9.5
266,Jalen Jones\jonesja04,SF,24,DAL,12,0,162,5.6,14.2,.391,2.0,5.6,.360,3.6,8.7,.410,2.2,3.8,.588,2.9,4.9,7.8,0.9,1.1,0.2,1.6,4.4,15.3
267,Tyus Jones\jonesty01,PG,21,MIN,82,11,1467,3.7,8.0,.457,1.1,3.2,.349,2.6,4.9,.528,1.7,2.0,.877,0.4,2.8,3.2,5.7,2.3,0.1,1.4,2.7,10.2
268,DeAndre Jordan\jordade01,C,29,LAC,77,77,2424,5.5,8.6,.645,0.0,0.0,,5.5,8.6,.645,2.7,4.6,.580,4.9,12.5,17.4,1.7,0.6,1.1,2.0,3.0,13.8
269,Cory Joseph\josepco01,PG,26,IND,82,17,2210,4.2,9.8,.424,1.1,3.1,.353,3.1,6.7,.457,1.1,1.5,.745,0.6,3.6,4.3,4.2,1.3,0.3,1.4,2.3,10.6
270,Frank Kaminsky\kaminfr01,PF,24,CHO,79,4,1835,6.0,14.0,.429,2.0,5.4,.380,4.0,8.7,.459,3.0,3.8,.799,0.9,4.7,5.7,2.5,0.7,0.4,1.3,1.9,17.1
271,Enes Kanter\kanteen01,C,25,NYK,71,71,1830,8.3,14.0,.592,0.0,0.0,.000,8.3,14.0,.594,3.1,3.6,.848,5.4,10.0,15.3,2.1,0.7,0.7,2.4,3.7,19.7
272,Luke Kennard\kennalu01,SG,21,DET,73,9,1463,5.1,11.4,.443,2.0,4.8,.415,3.1,6.6,.463,1.6,1.9,.855,0.5,3.8,4.3,3.1,1.1,0.3,1.7,2.1,13.7
273,Michael Kidd-Gilchrist\kiddgmi01,SF,24,CHO,74,74,1850,5.5,10.9,.504,0.0,0.0,.000,5.5,10.9,.505,2.3,3.3,.684,1.6,4.2,5.9,1.4,1.0,0.6,1.0,2.8,13.3
274,Sean Kilpatrick\kilpase01,SG,28,TOT,52,1,640,6.2,16.5,.374,2.6,8.1,.319,3.6,8.4,.427,3.6,4.1,.889,0.3,4.6,4.9,2.6,0.7,0.3,2.1,1.9,18.6
274,Sean Kilpatrick\kilpase01,SG,28,BRK,16,0,183,4.9,17.1,.287,2.2,8.5,.256,2.8,8.7,.318,3.5,3.7,.947,0.2,6.7,6.9,3.0,0.4,0.2,3.1,1.6,15.5
274,Sean Kilpatrick\kilpase01,SG,28,MIL,23,0,205,5.4,14.4,.378,2.3,8.1,.283,3.2,6.3,.500,3.2,3.3,.947,0.2,4.2,4.4,2.6,0.9,0.2,1.6,2.6,16.3
274,Sean Kilpatrick\kilpase01,SG,28,LAC,4,0,38,6.6,17.1,.389,2.8,6.6,.429,3.8,10.4,.364,1.9,1.9,1.000,0.0,1.9,1.9,2.8,0.0,0.0,0.9,1.9,18.0
274,Sean Kilpatrick\kilpase01,SG,28,CHI,9,1,214,7.9,18.0,.439,3.2,8.1,.396,4.7,9.9,.475,4.4,5.4,.813,0.5,3.7,4.2,2.2,1.0,0.5,2.0,1.3,23.4
275,Maxi Kleber\klebima01,PF,26,DAL,72,36,1206,4.5,9.2,.489,1.2,3.8,.313,3.3,5.4,.613,1.3,1.8,.746,2.1,4.9,7.0,1.5,0.8,1.4,0.9,3.4,11.5
276,Furkan Korkmaz\korkmfu01,SG,20,PHI,14,0,80,3.6,12.6,.286,2.3,7.7,.294,1.4,5.0,.273,0.9,1.8,.500,0.9,4.1,5.0,1.8,0.9,0.5,0.9,5.4,10.4
277,Luke Kornet\kornelu01,PF,22,NYK,20,1,326,5.4,13.8,.392,3.1,8.7,.354,2.3,5.1,.457,0.9,1.2,.727,1.2,5.9,7.1,2.9,0.7,1.8,1.3,3.1,14.8
278,Kyle Korver\korveky01,SG,36,CLE,73,4,1574,5.1,11.1,.459,3.8,8.6,.436,1.3,2.5,.537,1.5,1.6,.889,0.2,3.6,3.8,2.0,0.7,0.6,1.3,3.0,15.4
279,Kosta Koufos\koufoko01,C,28,SAC,71,13,1391,5.7,10.1,.571,0.0,0.0,,5.7,10.1,.571,0.9,1.9,.446,3.9,8.4,12.2,2.3,1.2,0.8,1.3,3.8,12.3
280,Kyle Kuzma\kuzmaky01,PF,22,LAL,77,37,2401,7.0,15.6,.450,2.4,6.5,.366,4.6,9.1,.511,2.2,3.1,.707,1.3,5.9,7.2,2.1,0.7,0.5,2.1,2.4,18.6
281,Mindaugas Kuzminskas\kuzmimi01,SF,28,NYK,1,0,2,0.0,36.0,.000,0.0,0.0,,0.0,36.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Skal Labissiere\labissk01,PF,21,SAC,60,28,1240,6.0,13.3,.448,0.5,1.5,.353,5.4,11.8,.459,2.8,3.4,.805,2.9,5.5,8.4,2.1,0.7,1.4,2.1,3.8,15.2
283,Jeremy Lamb\lambje01,SG,25,CHO,80,18,1967,7.0,15.2,.457,1.7,4.6,.370,5.2,10.6,.495,3.3,3.8,.861,0.9,5.0,5.9,3.4,1.1,0.6,1.7,2.5,18.9
284,Shane Larkin\larkish01,PG,25,BOS,54,2,775,3.9,10.2,.384,1.4,4.0,.360,2.5,6.2,.398,1.5,1.7,.865,0.7,3.6,4.3,4.6,1.3,0.1,1.5,2.7,10.7
285,Joffrey Lauvergne\lauvejo01,C,26,SAS,55,1,534,6.6,12.8,.516,0.0,0.3,.000,6.6,12.5,.530,2.0,3.2,.638,4.2,7.3,11.5,2.8,0.6,0.2,2.2,3.0,15.2
286,Zach LaVine\lavinza01,SG,22,CHI,24,24,656,7.5,19.5,.383,2.3,6.8,.341,5.2,12.7,.405,4.8,5.9,.813,0.5,4.7,5.2,4.0,1.3,0.2,2.4,3.0,22.0
287,Jake Layman\laymaja01,SF,23,POR,35,1,160,3.2,10.6,.298,0.9,4.5,.200,2.3,6.1,.370,0.5,0.7,.667,0.9,2.7,3.6,2.5,1.4,0.9,1.1,2.9,7.7
288,T.J. Leaf\leaftj01,PF,20,IND,53,0,459,5.0,10.7,.471,1.4,3.3,.429,3.6,7.4,.489,0.8,1.3,.625,2.3,4.2,6.4,0.7,0.4,0.3,0.8,3.5,12.2
289,Courtney Lee\leeco01,SG,32,NYK,76,69,2310,5.3,11.8,.454,1.8,4.3,.406,3.6,7.4,.482,1.8,1.9,.919,0.5,3.0,3.5,2.8,1.2,0.3,1.3,1.7,14.2
290,Damion Lee\leeda03,SG,25,ATL,15,11,404,5.5,13.5,.408,1.3,5.3,.250,4.2,8.2,.511,2.0,2.6,.759,1.0,5.3,6.3,2.6,1.7,0.1,1.2,2.2,14.3
291,Walt Lemon Jr.\lemonwa01,PG,25,NOP,5,0,35,7.2,16.5,.438,1.0,1.0,1.000,6.2,15.4,.400,2.1,3.1,.667,0.0,2.1,2.1,5.1,0.0,1.0,4.1,5.1,17.5
292,Alex Len\lenal01,C,24,PHO,69,13,1395,5.5,9.8,.566,0.0,0.1,.333,5.5,9.7,.568,4.1,6.0,.684,4.5,8.9,13.4,2.1,0.7,1.6,2.0,4.1,15.1
293,Kawhi Leonard\leonaka01,SF,26,SAS,9,9,210,8.9,19.0,.468,1.9,6.0,.314,7.0,13.0,.539,5.3,6.5,.816,1.0,6.2,7.2,3.6,3.1,1.5,2.7,1.5,25.0
294,Meyers Leonard\leoname01,C,25,POR,33,2,254,6.5,11.1,.590,1.6,3.7,.423,5.0,7.4,.673,1.3,1.6,.818,1.7,8.2,9.9,2.4,1.0,0.0,1.4,5.1,15.9
295,Jon Leuer\leuerjo01,PF,28,DET,8,0,136,4.0,9.5,.417,0.0,0.8,.000,4.0,8.7,.455,3.4,4.0,.867,1.9,6.6,8.5,1.3,0.3,0.8,1.9,4.2,11.4
296,Caris LeVert\leverca01,SF,23,BRK,71,10,1864,6.2,14.2,.435,1.6,4.7,.347,4.5,9.5,.480,2.6,3.6,.711,1.0,4.0,5.0,5.8,1.6,0.4,3.0,3.1,16.6
297,DeAndre Liggins\liggide01,SG,29,TOT,58,4,724,2.0,5.3,.377,0.9,2.6,.358,1.0,2.6,.396,0.1,0.2,.400,0.3,3.4,3.7,2.4,1.8,0.7,1.0,4.0,5.0
297,DeAndre Liggins\liggide01,SG,29,MIL,31,1,480,1.6,4.9,.338,0.8,2.7,.306,0.8,2.2,.379,0.1,0.4,.400,0.4,3.3,3.7,2.0,2.0,0.7,1.0,4.6,4.3
297,DeAndre Liggins\liggide01,SG,29,NOP,27,3,244,2.7,6.0,.439,1.2,2.5,.471,1.5,3.5,.417,0.0,0.0,,0.3,3.5,3.8,3.1,1.5,0.6,1.0,3.0,6.5
298,Damian Lillard\lillada01,PG,27,POR,73,73,2670,8.4,19.1,.439,3.1,8.5,.361,5.3,10.6,.501,6.6,7.3,.916,0.8,3.5,4.4,6.5,1.0,0.4,2.8,1.6,26.5
299,Jeremy Lin\linje01,PG,29,BRK,1,1,25,7.2,17.3,.417,1.4,2.9,.500,5.8,14.4,.400,10.1,10.1,1.000,0.0,0.0,0.0,5.8,0.0,0.0,4.3,4.3,25.9
300,Shaun Livingston\livinsh01,PG,32,GSW,71,7,1129,5.5,10.9,.501,0.0,0.2,.000,5.5,10.8,.509,1.6,1.9,.820,1.0,3.2,4.2,4.5,1.1,0.7,1.8,3.7,12.6
